parent|child|cont_jacc|containment|jaccard
ckan_keywords_2011|ckan_subject_nature_and_environment|74.7499999999999|1.0|0.0133779264214047
ckan_keywords_2015 games|ckan_subject_nature_and_environment|7.868421052631608|1.0|0.127090301003344
ckan_keywords_abundance|ckan_subject_nature_and_environment|149.50000000000003|1.0|0.00668896321070234
ckan_keywords_access to information|ckan_subject_government_and_politics|9.941747572815533|1.0|0.1005859375
ckan_keywords_accident|ckan_subject_economics_and_industry|922.6666666666671|0.666666666666667|0.000722543352601156
ckan_keywords_accident|ckan_subject_transport|46.000000000000036|0.666666666666667|0.0144927536231884
ckan_keywords_acet|ckan_subject_information_and_communications|108.99999999999993|1.0|0.00917431192660551
ckan_keywords_acid rain|ckan_subject_nature_and_environment|149.50000000000003|1.0|0.00668896321070234
ckan_keywords_acquisition|ckan_subject_government_and_politics|34.13333333333333|1.0|0.029296875
ckan_keywords_acres|ckan_subject_economics_and_industry|553.4000000000004|1.0|0.00180701120346946
ckan_keywords_acrylamide|ckan_subject_health_and_safety|444.99999999999903|1.0|0.00224719101123596
ckan_keywords_active|ckan_subject_health_and_safety|55.62500000000012|1.0|0.0179775280898876
ckan_keywords_active status|ckan_subject_government_and_politics|256.0|1.0|0.00390625
ckan_keywords_advertisements|ckan_subject_government_and_politics|204.8|1.0|0.0048828125
ckan_keywords_agency|ckan_subject_government_and_politics|1024.0|1.0|0.0009765625
ckan_keywords_aggregate payments|ckan_subject_government_and_politics|34.13333333333333|1.0|0.029296875
ckan_keywords_agreements|ckan_subject_government_and_politics|64.0|1.0|0.015625
ckan_keywords_agricultural land|ckan_subject_nature_and_environment|149.50000000000003|1.0|0.00668896321070234
ckan_keywords_agricultural regions|ckan_subject_nature_and_environment|149.50000000000003|1.0|0.00668896321070234
ckan_keywords_agriculture|ckan_subject_nature_and_environment|149.50000000000003|1.0|0.00668896321070234
ckan_keywords_aids|ckan_subject_health_and_safety|444.99999999999903|1.0|0.00224719101123596
